WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure
DEEPWATER-3FD330,2020-01-01 09:25:31,,3306.2998,,962.99994,222.3,338.89999,,0.60040712,,,
DEEPWATER-SGG1UU,2020-01-01 09:26:14,,3891.3999,,495.49997,230.7,330.10001,,0.30020356,,,
DEEPWATER-QMGS25,2020-01-01 09:27:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-55X0XE,2020-01-01 09:30:27,,4034.6997,,404.39999,240.3,277.0,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 09:31:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 09:31:22,,3745.7,54.5,,232.3,276.60001,,,,,
DEEPWATER-RGVXVD,2020-01-01 09:31:48,,4219.7998,,438.60001,238.3,292.30002,,0.40027145,,,
DEEPWATER-P1BYRC,2020-01-01 09:32:29,,4353.2998,,,235.8,281.79999,,,,,
DEEPWATER-2MK4DS,2020-01-01 09:34:15,,4105.5,,244.8,244.2,276.10001,,0.40027145,,,
DEEPWATER-P0WEXD,2020-01-01 09:35:44,,4061.4998,56.0,,226.39999,318.20001,,,,,
DEEPWATER-MIVF4C,2020-01-01 09:40:00,,1975.7999,,1647.6,226.2,258.10001,,0.0,,,
DEEPWATER-5RY0MV,2020-01-01 09:40:00,,,,297.10001,233.8,294.30002,,,,,
DEEPWATER-CWHG4H,2020-01-01 09:40:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-RKD3XC,2020-01-01 09:40:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-05YWY5,2020-01-01 09:44:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 09:45:31,,3305.2,,963.19995,222.3,339.10001,,0.60040712,,,
DEEPWATER-SGG1UU,2020-01-01 09:46:14,,3895.3999,,495.69998,230.7,329.89999,,0.30020356,,,
DEEPWATER-55X0XE,2020-01-01 09:50:27,,4026.8997,,399.70001,240.39999,277.5,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 09:51:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 09:51:22,,3744.7,54.5,,232.3,276.60001,,,,,
DEEPWATER-RGVXVD,2020-01-01 09:51:48,,4218.1001,,438.19998,238.5,292.10001,,0.50033927,,,
DEEPWATER-WJXDET,2020-01-01 09:52:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 09:52:29,,4357.7998,,,235.8,282.0,,,,,
DEEPWATER-55KSI1,2020-01-01 09:53:32,,4320.6997,,400.0,239.5,271.0,,0.90061069,,,
DEEPWATER-2MK4DS,2020-01-01 09:54:15,,4106.8999,,244.99998,244.2,276.30002,,0.40027145,,,
DEEPWATER-P0WEXD,2020-01-01 09:55:44,,4054.3,56.0,,226.39999,318.60001,,,,,
DEEPWATER-CWHG4H,2020-01-01 10:00:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-5RY0MV,2020-01-01 10:00:00,,,,297.10001,233.8,294.30002,,,,,
DEEPWATER-RKD3XC,2020-01-01 10:00:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-MIVF4C,2020-01-01 10:00:00,,1976.0,,1646.9,226.39999,257.89999,,0.0,,,
DEEPWATER-SGG1UU,2020-01-01 10:06:14,,3893.9998,,493.59998,230.7,330.10001,,0.20013572,,,
DEEPWATER-QMGS25,2020-01-01 10:07:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-55X0XE,2020-01-01 10:10:27,,4032.9998,,403.59998,239.7,276.60001,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 10:11:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 10:11:22,,3744.2,54.5,,232.3,276.39999,,,,,
DEEPWATER-RGVXVD,2020-01-01 10:11:48,,4218.3999,,438.0,238.3,292.5,,0.40027145,,,
DEEPWATER-WJXDET,2020-01-01 10:12:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 10:12:29,,4354.3999,,,235.8,282.20001,,,,,
DEEPWATER-55KSI1,2020-01-01 10:13:32,,4323.2998,,400.0,239.5,271.19998,,0.80054289,,,
DEEPWATER-2MK4DS,2020-01-01 10:14:15,,4106.8999,,245.3,244.2,276.10001,,0.40027145,,,
DEEPWATER-RKD3XC,2020-01-01 10:20:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-MIVF4C,2020-01-01 10:20:00,,1983.8,,1647.2999,226.39999,257.89999,,0.0,,,
DEEPWATER-5RY0MV,2020-01-01 10:20:00,,,,297.10001,233.8,294.30002,,,,,
DEEPWATER-CWHG4H,2020-01-01 10:20:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-05YWY5,2020-01-01 10:24:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 10:25:31,,3305.3999,,963.29993,222.3,339.10001,,0.60040712,,,
DEEPWATER-SGG1UU,2020-01-01 10:26:14,,3892.0999,,493.59998,230.7,330.10001,,0.40027145,,,
DEEPWATER-QMGS25,2020-01-01 10:27:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-55X0XE,2020-01-01 10:30:27,,4040.5,,409.5,240.10001,276.30002,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 10:31:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 10:31:22,,3743.5,54.5,,232.3,276.60001,,,,,
DEEPWATER-RGVXVD,2020-01-01 10:31:48,,4216.8999,,438.39996,238.3,292.5,,0.40027145,,,
DEEPWATER-WJXDET,2020-01-01 10:32:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 10:32:29,,4347.8999,,,235.8,282.89999,,,,,
DEEPWATER-55KSI1,2020-01-01 10:33:32,,4324.0,,400.0,239.5,271.19998,,0.80054289,,,
DEEPWATER-2MK4DS,2020-01-01 10:34:15,,4109.6997,,245.69998,244.2,276.30002,,0.30020356,,,
DEEPWATER-P0WEXD,2020-01-01 10:35:44,,4060.3999,56.0,,226.39999,318.69998,,,,,
DEEPWATER-5RY0MV,2020-01-01 10:40:00,,,,297.10001,233.8,294.10001,,,,,
DEEPWATER-RKD3XC,2020-01-01 10:40:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-CWHG4H,2020-01-01 10:40:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-MIVF4C,2020-01-01 10:40:00,,1974.8,,1646.3,226.2,257.89999,,0.10006786,,,
DEEPWATER-05YWY5,2020-01-01 10:44:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 10:45:31,,3305.0,,963.39996,222.3,338.89999,,0.60040712,,,
DEEPWATER-SGG1UU,2020-01-01 10:46:14,,3895.3999,,494.69998,230.7,330.30002,,0.40027145,,,
DEEPWATER-55X0XE,2020-01-01 10:50:27,,4032.9998,,408.19998,240.10001,277.20001,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 10:51:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 10:51:22,,3744.8,54.5,,232.3,276.60001,,,,,
DEEPWATER-RGVXVD,2020-01-01 10:51:48,,4217.0996,,439.0,238.3,292.5,,0.40027145,,,
DEEPWATER-WJXDET,2020-01-01 10:52:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 10:52:29,,4356.5,,,235.8,282.0,,,,,
DEEPWATER-55KSI1,2020-01-01 10:53:32,,4306.2998,,399.79999,239.5,271.19998,,0.90061069,,,
DEEPWATER-2MK4DS,2020-01-01 10:54:15,,4110.6001,,246.09999,244.2,276.10001,,0.30020356,,,
DEEPWATER-P0WEXD,2020-01-01 10:55:44,,4055.3999,56.0,,226.39999,318.89999,,,,,
DEEPWATER-MIVF4C,2020-01-01 11:00:00,,1984.6,,1647.4,226.39999,257.89999,,0.10006786,,,
DEEPWATER-5RY0MV,2020-01-01 11:00:00,,,,297.10001,233.8,294.10001,,,,,
DEEPWATER-RKD3XC,2020-01-01 11:00:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-CWHG4H,2020-01-01 11:00:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-SGG1UU,2020-01-01 11:06:14,,3887.3999,,494.29999,230.7,330.30002,,0.30020356,,,
DEEPWATER-QMGS25,2020-01-01 11:07:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3FD330,2020-01-01 11:10:31,,,,963.39996,,,,,,,
DEEPWATER-DSU5DC,2020-01-01 11:11:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 11:11:22,,3748.9998,54.5,,232.3,276.60001,,,,,
DEEPWATER-RGVXVD,2020-01-01 11:11:48,,4216.1997,,438.49997,238.3,292.5,,0.40027145,,,
DEEPWATER-P1BYRC,2020-01-01 11:12:29,,4354.7998,,,235.8,282.20001,,,,,
DEEPWATER-3FD330,2020-01-01 11:13:31,,3305.5,,963.49994,222.3,339.10001,,0.50033927,,,
DEEPWATER-2MK4DS,2020-01-01 11:14:15,,4112.8999,,246.69998,244.2,276.10001,,0.40027145,,,
DEEPWATER-P0WEXD,2020-01-01 11:15:44,,4053.8999,56.0,,226.39999,319.10001,,,,,
DEEPWATER-5RY0MV,2020-01-01 11:20:00,,,,297.0,233.8,294.30002,,,,,
DEEPWATER-MIVF4C,2020-01-01 11:20:00,,1977.4999,,1647.7999,226.39999,257.69998,,0.10006786,,,
DEEPWATER-RKD3XC,2020-01-01 11:20:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-CWHG4H,2020-01-01 11:20:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-05YWY5,2020-01-01 11:24:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 11:25:31,,3304.7998,,963.49994,222.3,338.89999,,0.50033927,,,
DEEPWATER-SGG1UU,2020-01-01 11:26:14,,3894.7,,495.29999,230.7,330.10001,,0.30020356,,,
DEEPWATER-QMGS25,2020-01-01 11:27:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-55X0XE,2020-01-01 11:30:27,,4039.3999,,405.69998,240.10001,276.60001,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 11:31:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 11:31:22,,3749.6997,54.5,,232.3,276.39999,,,,,
DEEPWATER-RGVXVD,2020-01-01 11:31:48,,4214.5,,438.29999,238.3,292.5,,0.40027145,,,
DEEPWATER-WJXDET,2020-01-01 11:32:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 11:32:29,,4353.7998,,,235.8,282.20001,,,,,
DEEPWATER-55KSI1,2020-01-01 11:33:32,,4318.3999,,399.29999,239.5,271.39999,,0.80054289,,,
DEEPWATER-2MK4DS,2020-01-01 11:34:15,,4114.2002,,247.40001,244.2,276.10001,,0.40027145,,,
DEEPWATER-P0WEXD,2020-01-01 11:35:44,,4061.3997,56.0,,226.39999,318.69998,,,,,
DEEPWATER-RKD3XC,2020-01-01 11:40:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-MIVF4C,2020-01-01 11:40:00,,1982.8999,,1647.6,226.39999,257.69998,,0.20013572,,,
DEEPWATER-5RY0MV,2020-01-01 11:40:00,,,,297.10001,233.60001,294.10001,,,,,
DEEPWATER-CWHG4H,2020-01-01 11:40:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-05YWY5,2020-01-01 11:44:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 11:45:31,,3304.7,,963.59991,222.3,339.10001,,0.50033927,,,
DEEPWATER-SGG1UU,2020-01-01 11:46:14,,3893.7998,,494.69998,230.7,330.39999,,0.30020356,,,
DEEPWATER-55X0XE,2020-01-01 11:50:27,,4042.5999,,410.70001,240.39999,276.39999,,0.30020356,,,
DEEPWATER-3PEB5I,2020-01-01 11:51:22,,3751.0,54.5,,232.3,276.60001,,,,,
DEEPWATER-WJXDET,2020-01-01 11:52:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 11:52:29,,4348.7002,,,235.8,282.20001,,,,,
DEEPWATER-55KSI1,2020-01-01 11:53:32,,4320.5996,,399.29999,239.5,271.19998,,0.60040712,,,
DEEPWATER-2MK4DS,2020-01-01 11:54:15,,4120.3999,,247.59999,244.2,275.89999,,0.40027145,,,
DEEPWATER-P0WEXD,2020-01-01 11:55:44,,4063.2,56.0,,226.39999,318.89999,,,,,
DEEPWATER-5RY0MV,2020-01-01 12:00:00,,,,297.20001,233.8,294.30002,,,,,
DEEPWATER-CWHG4H,2020-01-01 12:00:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-RKD3XC,2020-01-01 12:00:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-MIVF4C,2020-01-01 12:00:00,,1985.1,,1648.1,226.2,257.69998,,0.20013572,,,
DEEPWATER-05YWY5,2020-01-01 12:04:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 12:05:31,,3303.8,,963.49994,222.3,338.89999,,0.60040712,,,
DEEPWATER-SGG1UU,2020-01-01 12:06:14,,3885.7,,493.59998,230.7,330.10001,,0.40027145,,,
DEEPWATER-QMGS25,2020-01-01 12:07:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-55X0XE,2020-01-01 12:10:27,,4042.4998,,415.39999,240.3,276.60001,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 12:11:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 12:11:22,,3750.2998,54.5,,232.3,276.60001,,,,,
DEEPWATER-RGVXVD,2020-01-01 12:11:48,,4214.0,,438.29999,238.5,292.5,,0.40027145,,,
DEEPWATER-WJXDET,2020-01-01 12:12:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 12:12:29,,4357.3999,,,235.8,282.0,,,,,
DEEPWATER-55KSI1,2020-01-01 12:13:32,,4312.5996,,399.19998,239.5,271.39999,,0.90061069,,,
DEEPWATER-2MK4DS,2020-01-01 12:14:15,,4117.7998,,248.2,244.2,275.89999,,0.40027145,,,
DEEPWATER-P0WEXD,2020-01-01 12:15:44,,4061.7998,56.0,,226.39999,319.59998,,,,,
DEEPWATER-5RY0MV,2020-01-01 12:20:00,,,,297.20001,233.8,294.10001,,,,,
DEEPWATER-CWHG4H,2020-01-01 12:20:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-MIVF4C,2020-01-01 12:20:00,,1978.8999,,1648.1,226.39999,257.69998,,0.20013572,,,
DEEPWATER-RKD3XC,2020-01-01 12:20:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-05YWY5,2020-01-01 12:24:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 12:25:31,,3304.7998,,963.59991,222.3,339.10001,,0.60040712,,,
DEEPWATER-SGG1UU,2020-01-01 12:26:14,,3894.3999,,492.89999000000006,230.7,330.39999,,0.30020356,,,
DEEPWATER-QMGS25,2020-01-01 12:27:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-55X0XE,2020-01-01 12:30:27,,4035.0999,,409.69998,240.39999,277.89999,,0.30020356,,,
DEEPWATER-DSU5DC,2020-01-01 12:31:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 12:31:22,,3749.9998,54.5,,232.3,276.39999,,,,,
DEEPWATER-RGVXVD,2020-01-01 12:31:48,,4213.1997,,438.09998,238.5,292.59998,,0.40027145,,,
DEEPWATER-WJXDET,2020-01-01 12:32:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 12:32:29,,4357.6001,,,235.8,282.20001,,,,,
DEEPWATER-55KSI1,2020-01-01 12:33:32,,4315.8999,,398.89999,239.5,271.39999,,0.80054289,,,
DEEPWATER-2MK4DS,2020-01-01 12:34:15,,4123.7002,,248.79999,244.2,275.89999,,0.20013572,,,
DEEPWATER-3FD330,2020-01-01 12:34:31,,3305.5,,963.59991,222.3,339.10001,,0.60040712,,,
DEEPWATER-P0WEXD,2020-01-01 12:35:44,,4058.3999,56.0,,226.39999,320.20001,,,,,
DEEPWATER-MIVF4C,2020-01-01 12:40:00,,1986.3999,,1647.9,226.39999,257.5,,0.20013572,,,
DEEPWATER-CWHG4H,2020-01-01 12:40:00,,0.0,,0.0,32.0,32.0,,,,,
DEEPWATER-5RY0MV,2020-01-01 12:40:00,,,,297.20001,233.8,294.30002,,,,,
DEEPWATER-RKD3XC,2020-01-01 12:40:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-3FD330,2020-01-01 12:40:31,,3305.0999,,963.49994,222.3,338.89999,,0.60040712,,,
DEEPWATER-05YWY5,2020-01-01 12:44:26,,0.0,,94906.898,32.0,30.200001,,,,,
DEEPWATER-3FD330,2020-01-01 12:45:31,,3304.5999,,963.59991,222.3,339.10001,,0.60040712,,,
DEEPWATER-QMGS25,2020-01-01 12:47:27,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-55X0XE,2020-01-01 12:50:27,,4045.6001,,410.70001,240.10001,276.60001,,0.40027145,,,
DEEPWATER-DSU5DC,2020-01-01 12:51:11,,0.0,,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,,0.0,,,
DEEPWATER-3PEB5I,2020-01-01 12:51:22,,3747.3999,54.5,,232.3,276.39999,,,,,
DEEPWATER-RGVXVD,2020-01-01 12:51:48,,4213.7998,,438.60001,238.5,292.59998,,0.40027145,,,
DEEPWATER-WJXDET,2020-01-01 12:52:08,,94906.898,115.0,94906.898,30.200001,30.200001,,,,,
DEEPWATER-P1BYRC,2020-01-01 12:52:29,,4354.7998,,,235.8,281.79999,,,,,
DEEPWATER-2MK4DS,2020-01-01 12:54:15,,4122.7998,,249.39999,244.2,275.89999,,0.40027145,,,
DEEPWATER-P0WEXD,2020-01-01 12:55:44,,4060.0999,56.0,,226.39999,320.40002000000004,,,,,
DEEPWATER-RKD3XC,2020-01-01 13:00:00,,0.0,,0.0,32.0,32.0,,0.0,,,
DEEPWATER-5RY0MV,2020-01-01 13:00:00,,,,297.10001,233.8,294.10001,,,,,
