WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure
DEEPWATER-W22D0A,2020-01-01 08:25:03,,3752.2,53.0,319.39999,243.70001,304.89999,,0.20013572,,,
DEEPWATER-PIK04Q,2020-01-01 08:25:14,53.900002,3919.3999,53.0,502.29996,235.0,274.10001,402.39999,0.30020356,,,
DEEPWATER-1AD32W,2020-01-01 08:25:25,33.0,3677.2998,55.400002,265.69998,233.39999,289.0,,0.30020356,,,
DEEPWATER-3J5ZXG,2020-01-01 08:28:45,,3687.5999,59.5,387.59998,233.8,256.30002,,0.20013572,,,
DEEPWATER-WHXTPD,2020-01-01 08:30:00,31.299999,3771.5,53.5,303.29999,192.0,221.5,,0.10006786,,,
DEEPWATER-DOA2ZP,2020-01-01 08:31:05,28.9,4206.0,70.0,778.59998,249.39999,286.29999,435.20001,0.20013572,,,
DEEPWATER-EQEM2A,2020-01-01 08:35:57,59.0,4007.7998,,423.89999000000006,224.10001,282.0,,0.10006786,,,
DEEPWATER-51ZYBC,2020-01-01 08:37:04,,3795.8,64.0,1113.1,222.39999,331.20001,,0.40027145,,,
DEEPWATER-BP2VWC,2020-01-01 08:37:15,20.0,3861.8999,57.900002,310.20001,235.2,266.40002000000004,,,,,
DEEPWATER-MH3PGB,2020-01-01 08:38:22,31.1,356.79285,174.0,336.48755,230.36,311.89999,401.0,,,,
DEEPWATER-LQB3RR,2020-01-01 08:40:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-RDAYRK,2020-01-01 08:40:00,46.599998,3981.4998,56.5,481.0,226.89999,252.89999,452.39999000000006,0.40027145,,,
DEEPWATER-GIF2OB,2020-01-01 08:40:00,15.1,3372.8,49.0,224.59999,208.60001,230.7,,,,,
DEEPWATER-GP0VTX,2020-01-01 08:40:00,39.900002,3759.6001,53.0,628.40002,225.70001,305.19998,403.0,0.30020356,,,
DEEPWATER-WHXTPD,2020-01-01 08:40:00,30.200001,3783.0999,53.5,303.0,192.0,221.5,,0.10006786,,,
DEEPWATER-EKA0CA,2020-01-01 08:40:08,36.099998,7988.6788,158.0,1502.59094,461.08002,527.68,434.0,,,,
DEEPWATER-HOQZS1,2020-01-01 08:41:14,39.200001,4009.3997,59.0,353.99997,223.5,280.0,461.79999,,,,
DEEPWATER-FS1PMT,2020-01-01 08:42:31,19.799999,,63.0,,,,,,,,
DEEPWATER-000XAR,2020-01-01 08:42:47,,3725.5,55.0,1075.0,225.0,318.89999,,0.40027145,,,
DEEPWATER-ROJ53V,2020-01-01 08:44:46,,3784.0999,48.400002,220.7,220.3,253.8,,0.20013572,,,
DEEPWATER-IXZFOT,2020-01-01 08:44:54,21.0,3997.2998,133.0,518.19995,243.5,318.5,304.0,,,,
DEEPWATER-W22D0A,2020-01-01 08:45:03,,3754.8999,53.0,319.29999,243.70001,305.10001,,0.30020356,,,
DEEPWATER-PIK04Q,2020-01-01 08:45:14,54.299999,3918.0999,53.0,502.29996,235.0,274.10001,400.39999,0.30020356,,,
DEEPWATER-1AD32W,2020-01-01 08:45:25,33.0,3677.7998,55.400002,265.79999,233.39999,289.39999,,0.30020356,,,
DEEPWATER-L4I1KA,2020-01-01 08:45:38,43.700001,,65.5,0.0,32.0,32.0,477.39999000000006,0.0,,,
DEEPWATER-3J5ZXG,2020-01-01 08:48:45,,3672.8,59.5,387.89999,233.8,255.7,,0.20013572,,,
DEEPWATER-WHXTPD,2020-01-01 08:50:00,29.1,3758.5999,53.5,302.5,192.0,221.39999,,0.10006786,,,
DEEPWATER-DOA2ZP,2020-01-01 08:51:05,28.4,4197.3999,70.0,777.19995,249.39999,286.29999,434.39999000000006,0.30020356,,,
DEEPWATER-XASUQA,2020-01-01 08:55:52,54.599998,3808.2998,53.0,458.79999,225.0,274.30002,399.60001,0.30020356,,,
DEEPWATER-EQEM2A,2020-01-01 08:55:57,59.0,4007.8999,,425.19998,224.10001,281.79999,,0.10006786,,,
DEEPWATER-MECD2B,2020-01-01 08:56:53,,3953.5999,54.900002,309.19998,247.79999,284.5,,0.10006786,,,
DEEPWATER-GIF2OB,2020-01-01 09:00:00,16.0,3376.7998,49.0,225.5,208.60001,230.39999,,,,,
DEEPWATER-GP0VTX,2020-01-01 09:00:00,38.900002,3759.0999,53.0,628.19995,225.70001,306.09998,403.39999,0.40027145,,,
DEEPWATER-RDAYRK,2020-01-01 09:00:00,47.200001,3999.9998,56.5,480.39999000000006,226.89999,252.89999,452.79999,0.30020356,,,
DEEPWATER-LQB3RR,2020-01-01 09:00:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-WHXTPD,2020-01-01 09:00:00,30.200001,3766.4998,53.5,301.89999,192.0,221.5,,0.10006786,,,
DEEPWATER-EKA0CA,2020-01-01 09:00:08,35.700001,7988.6788,158.0,1499.69018,460.35998,528.40002,434.0,,,,
DEEPWATER-HOQZS1,2020-01-01 09:01:14,39.200001,4010.6001,59.0,354.20001,223.5,280.19998,462.10001,,,,
DEEPWATER-IXZFOT,2020-01-01 09:01:54,20.9,3996.8999,133.0,518.2999900000001,243.79999,318.10001,304.0,,,,
DEEPWATER-FS1PMT,2020-01-01 09:02:31,19.799999,3653.3999,63.0,219.89999,244.89999,269.60001,,0.20013572,,,
DEEPWATER-000XAR,2020-01-01 09:02:47,,3729.2,55.0,1074.9,225.0,318.89999,,0.40027145,,,
DEEPWATER-ROJ53V,2020-01-01 09:04:46,,3798.8999,48.5,234.09999,220.5,244.39999,,0.10006786,,,
DEEPWATER-W22D0A,2020-01-01 09:05:03,,3757.0999,52.900002,319.39999,243.70001,304.89999,,0.20013572,,,
DEEPWATER-PIK04Q,2020-01-01 09:05:14,53.799999,3920.0999,53.0,502.29996,235.0,274.10001,403.39999,0.30020356,,,
DEEPWATER-1AD32W,2020-01-01 09:05:25,33.0,3677.0999,55.400002,266.0,233.39999,289.39999,,0.30020356,,,
DEEPWATER-L4I1KA,2020-01-01 09:05:38,44.400002,,65.5,0.0,32.0,32.0,476.60001,0.0,,,
DEEPWATER-3J5ZXG,2020-01-01 09:08:45,,3669.9998,59.5,388.10001,233.60001,256.10001,,0.20013572,,,
DEEPWATER-WHXTPD,2020-01-01 09:10:00,30.200001,3764.7998,53.5,301.20001,192.0,221.5,,0.10006786,,,
DEEPWATER-DOA2ZP,2020-01-01 09:11:05,28.299999,4200.7002,70.0,775.5,249.59999,286.20001,436.39999000000006,0.20013572,,,
DEEPWATER-XASUQA,2020-01-01 09:15:52,54.599998,3811.0999,53.0,460.39999000000006,225.0,274.5,400.0,0.30020356,,,
DEEPWATER-EQEM2A,2020-01-01 09:15:57,59.0,4005.3999,,426.29999,224.10001,282.0,,0.10006786,,,
DEEPWATER-51ZYBC,2020-01-01 09:17:04,,3795.5,64.099998,1112.7999,222.39999,331.0,,0.40027145,,,
DEEPWATER-BP2VWC,2020-01-01 09:17:15,20.0,3859.7998,58.0,309.79999,235.2,266.20001,,,,,
DEEPWATER-MECD2B,2020-01-01 09:17:53,,3953.8999,54.900002,309.29999,248.0,284.5,,0.20013572,,,
DEEPWATER-MH3PGB,2020-01-01 09:18:22,31.1,358.24323,174.0,336.48755,230.36,311.18002,401.0,,,,
DEEPWATER-GP0VTX,2020-01-01 09:20:00,36.400002,3747.3999,53.0,629.2999900000001,225.89999,304.5,400.60001,0.40027145,,,
DEEPWATER-WHXTPD,2020-01-01 09:20:00,29.1,3750.2998,53.5,300.39999,192.0,221.5,,0.10006786,,,
DEEPWATER-GIF2OB,2020-01-01 09:20:00,15.3,3371.3,49.0,224.39999,208.60001,231.3,,,,,
DEEPWATER-RDAYRK,2020-01-01 09:20:00,47.5,3997.2998,56.5,480.09998,226.89999,252.89999,451.39999000000006,0.40027145,,,
DEEPWATER-LQB3RR,2020-01-01 09:20:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-EKA0CA,2020-01-01 09:20:08,36.0,8003.1826,158.0,1499.69018,461.08002,529.12,434.0,,,,
DEEPWATER-HOQZS1,2020-01-01 09:21:14,39.299999,4010.8999,59.0,354.20001,223.5,280.19998,459.70001,,,,
DEEPWATER-IXZFOT,2020-01-01 09:21:54,20.9,3996.7998,133.0,518.2999900000001,243.89999,318.39999,304.0,,,,
DEEPWATER-FS1PMT,2020-01-01 09:22:31,19.799999,3645.7998,62.900002,220.2,244.89999,269.39999,,0.30020356,,,
DEEPWATER-000XAR,2020-01-01 09:22:47,,3739.3999,55.0,1075.6,225.0,318.89999,,0.40027145,,,
DEEPWATER-IXZFOT,2020-01-01 09:23:54,21.0,518.2999900000001,133.0,,244.0,319.0,304.0,,,,
DEEPWATER-ROJ53V,2020-01-01 09:24:46,,3784.6997,48.5,224.49998,220.3,247.5,,0.10006786,,,
DEEPWATER-W22D0A,2020-01-01 09:25:03,,3757.1997,53.0,319.39999,243.70001,304.89999,,0.20013572,,,
DEEPWATER-PIK04Q,2020-01-01 09:25:14,53.900002,3920.2,53.0,502.39999000000006,235.0,274.10001,401.29999,0.30020356,,,
DEEPWATER-1AD32W,2020-01-01 09:25:25,33.0,3676.8999,55.400002,265.79999,233.39999,289.19998,,0.30020356,,,
DEEPWATER-L4I1KA,2020-01-01 09:25:38,43.700001,,65.5,0.0,32.0,32.0,476.89999000000006,0.0,,,
DEEPWATER-IXZFOT,2020-01-01 09:26:54,21.0,3997.7998,133.0,518.2999900000001,243.89999,319.20001,304.0,,,,
DEEPWATER-3J5ZXG,2020-01-01 09:28:45,,3673.5,59.5,383.29999,233.8,256.10001,,0.20013572,,,
DEEPWATER-WHXTPD,2020-01-01 09:30:00,30.200001,3747.5999,53.5,299.89999,192.0,221.5,,0.10006786,,,
DEEPWATER-GP0VTX,2020-01-01 09:31:21,40.099998,3825.3999,53.0,622.5,225.70001,303.60001,402.5,0.30020356,,,
DEEPWATER-XASUQA,2020-01-01 09:35:52,55.700001,3817.3999,53.0,459.89996,225.0,274.5,399.60001,0.20013572,,,
DEEPWATER-EQEM2A,2020-01-01 09:35:57,59.0,4003.3,,426.0,224.10001,282.0,,0.10006786,,,
DEEPWATER-BP2VWC,2020-01-01 09:37:15,20.0,3860.5999,57.900002,310.29999,235.2,266.40002000000004,,,,,
DEEPWATER-MH3PGB,2020-01-01 09:38:22,31.200001,356.79285,174.0,336.48755,230.36,312.98001,401.0,,,,
DEEPWATER-GP0VTX,2020-01-01 09:38:51,39.599998,3888.6997,53.0,617.7000099999999,225.5,297.0,403.39999,,,,
DEEPWATER-RDAYRK,2020-01-01 09:40:00,46.599998,3976.2,56.5,479.59998,226.8,253.0,452.5,0.30020356,,,
DEEPWATER-WHXTPD,2020-01-01 09:40:00,29.1,3745.0,53.5,298.59998,192.0,221.7,,0.10006786,,,
DEEPWATER-GP0VTX,2020-01-01 09:40:00,39.200001,3897.0999,53.0,617.29993,,295.89999,402.10001,0.30020356,,,
DEEPWATER-LQB3RR,2020-01-01 09:40:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-GIF2OB,2020-01-01 09:40:00,16.200001,3378.9001,49.0,224.8,208.60001,230.7,,,,,
DEEPWATER-EKA0CA,2020-01-01 09:40:08,35.0,,158.0,,,,434.0,,,,
DEEPWATER-HOQZS1,2020-01-01 09:41:14,39.299999,4012.3,59.0,354.39999,223.5,280.19998,458.5,,,,
DEEPWATER-GP0VTX,2020-01-01 09:41:40,39.400002,3917.8999,53.0,616.5,225.5,294.39999,396.5,0.30020356,,,
DEEPWATER-IXZFOT,2020-01-01 09:41:54,21.0,518.2999900000001,133.0,,243.79999,318.10001,304.0,,,,
DEEPWATER-FS1PMT,2020-01-01 09:42:31,19.6,3649.7,62.900002,219.89999,244.89999,,,0.30020356,,,
DEEPWATER-000XAR,2020-01-01 09:42:47,,3728.7998,55.0,1076.3,225.0,318.39999,,0.40027145,,,
DEEPWATER-ROJ53V,2020-01-01 09:44:46,,3772.5999,48.099998,220.5,220.3,253.60001,,0.10006786,,,
DEEPWATER-W22D0A,2020-01-01 09:45:03,,3752.2,53.0,319.39999,243.70001,304.89999,,0.20013572,,,
DEEPWATER-PIK04Q,2020-01-01 09:45:14,54.200001,3920.2998,53.0,502.39999000000006,235.2,274.10001,400.60001,0.20013572,,,
DEEPWATER-1AD32W,2020-01-01 09:45:25,33.0,3677.2998,55.400002,266.0,233.39999,289.19998,,0.30020356,,,
DEEPWATER-L4I1KA,2020-01-01 09:45:38,43.700001,,65.5,0.0,32.0,32.0,477.0,0.0,,,
DEEPWATER-PIK04Q,2020-01-01 09:46:14,53.700001,3919.5999,,502.5,235.0,,402.10001,,,,
DEEPWATER-IXZFOT,2020-01-01 09:47:54,20.9,3997.5999,133.0,518.2999900000001,243.89999,318.5,304.0,,,,
DEEPWATER-3J5ZXG,2020-01-01 09:48:45,,3654.6997,59.5,375.59998,233.8,255.89999,,0.20013572,,,
DEEPWATER-PIK04Q,2020-01-01 09:49:14,54.0,3919.7998,53.0,502.5,235.0,274.10001,403.0,0.20013572,,,
DEEPWATER-WHXTPD,2020-01-01 09:50:00,29.1,3748.9998,53.5,297.59998,192.0,221.5,,0.10006786,,,
DEEPWATER-DOA2ZP,2020-01-01 09:51:05,28.299999,4184.5,70.0,771.5,249.59999,286.29999,434.0,0.20013572,,,
DEEPWATER-XASUQA,2020-01-01 09:55:52,55.700001,3809.5999,53.0,459.99997,225.0,274.59998,399.10001,0.20013572,,,
DEEPWATER-EQEM2A,2020-01-01 09:55:57,59.0,3999.6997,,425.49997,224.10001,282.0,,0.10006786,,,
DEEPWATER-MECD2B,2020-01-01 09:56:53,,3955.0999,54.900002,309.39999,248.0,284.5,,0.20013572,,,
DEEPWATER-51ZYBC,2020-01-01 09:57:04,,3795.6001,64.0,1112.9,222.39999,331.20001,,0.30020356,,,
DEEPWATER-BP2VWC,2020-01-01 09:57:15,20.0,3858.8999,58.0,310.10001,235.2,266.20001,,,,,
DEEPWATER-MH3PGB,2020-01-01 09:58:22,31.299999,358.24323,174.0,336.48755,230.36,311.0,401.0,,,,
DEEPWATER-LQB3RR,2020-01-01 10:00:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-RDAYRK,2020-01-01 10:00:00,47.099998,3976.5,56.5,478.70001,226.89999,253.0,451.39999000000006,0.30020356,,,
DEEPWATER-GP0VTX,2020-01-01 10:00:00,39.5,3921.2,53.0,608.49994,225.5,278.80002,402.20001,0.20013572,,,
DEEPWATER-GIF2OB,2020-01-01 10:00:00,16.1,3374.3999,49.0,224.99998,208.39999,231.3,,,,,
DEEPWATER-WHXTPD,2020-01-01 10:00:00,29.1,3746.9998,53.5,296.5,192.0,221.5,,0.10006786,,,
DEEPWATER-EKA0CA,2020-01-01 10:00:08,35.799999,7982.8774,158.0,1502.59094,454.24,529.12,434.0,,,,
DEEPWATER-HOQZS1,2020-01-01 10:01:14,39.200001,4007.4998,59.0,354.5,223.5,280.19998,461.29999,,,,
DEEPWATER-IXZFOT,2020-01-01 10:01:54,21.0,3997.0,133.0,518.2999900000001,244.0,319.40002000000004,304.0,,,,
DEEPWATER-FS1PMT,2020-01-01 10:02:31,19.6,,63.0,,,,,,,,
DEEPWATER-000XAR,2020-01-01 10:02:47,,3724.2998,54.900002,1074.7999,225.0,318.39999,,0.30020356,,,
DEEPWATER-ROJ53V,2020-01-01 10:04:46,,3792.8999,48.5,237.2,220.5,244.60001,,0.10006786,,,
DEEPWATER-W22D0A,2020-01-01 10:05:03,,3754.8999,52.900002,319.49997,243.70001,305.10001,,0.20013572,,,
DEEPWATER-PIK04Q,2020-01-01 10:05:14,54.099998,3920.4998,53.0,502.29996,235.0,274.10001,403.20001,0.30020356,,,
DEEPWATER-1AD32W,2020-01-01 10:05:25,33.0,3677.3999,55.400002,265.89999,233.60001,289.19998,,0.30020356,,,
DEEPWATER-L4I1KA,2020-01-01 10:05:38,44.0,,65.5,0.0,32.0,32.0,476.0,0.0,,,
DEEPWATER-IXZFOT,2020-01-01 10:05:54,20.799999,518.2999900000001,133.0,,244.10001,319.5,304.0,,,,
DEEPWATER-3J5ZXG,2020-01-01 10:08:45,,3682.2,59.5,369.69998,233.60001,256.5,,0.20013572,,,
DEEPWATER-IXZFOT,2020-01-01 10:08:54,20.9,3998.3999,133.0,518.2999900000001,244.10001,317.79999,304.0,,,,
DEEPWATER-WHXTPD,2020-01-01 10:10:00,29.1,3776.2998,53.5,296.10001,192.0,221.5,,0.10006786,,,
DEEPWATER-DOA2ZP,2020-01-01 10:11:05,28.799999,4209.5,70.0,770.09998,249.8,286.29999,435.89999000000006,0.30020356,,,
DEEPWATER-XASUQA,2020-01-01 10:15:52,54.599998,3805.7,53.0,460.89999000000006,225.0,274.30002,399.10001,0.20013572,,,
DEEPWATER-EQEM2A,2020-01-01 10:15:57,59.0,4000.7998,,424.79999,224.10001,282.0,,0.20013572,,,
DEEPWATER-51ZYBC,2020-01-01 10:17:04,,3795.5,64.099998,1112.9,222.39999,331.20001,,0.30020356,,,
DEEPWATER-BP2VWC,2020-01-01 10:17:15,20.0,3859.8999,57.900002,310.39999,235.2,266.40002000000004,,,,,
DEEPWATER-MECD2B,2020-01-01 10:17:53,,3953.5999,54.900002,309.59998,248.0,284.69998,,0.20013572,,,
DEEPWATER-MH3PGB,2020-01-01 10:18:22,31.4,356.79285,174.0,336.48755,230.36,311.54001,401.0,,,,
DEEPWATER-GP0VTX,2020-01-01 10:19:49,39.200001,3920.4998,53.0,599.99994,225.29999,272.10001,402.60001,0.30020356,,,
DEEPWATER-LQB3RR,2020-01-01 10:20:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-RDAYRK,2020-01-01 10:20:00,47.299999,4012.5,56.5,478.39996,226.89999,253.0,456.10001,0.30020356,,,
DEEPWATER-GIF2OB,2020-01-01 10:20:00,16.799999,3379.3999,49.0,224.89999,208.39999,230.89999,,,,,
DEEPWATER-GP0VTX,2020-01-01 10:20:00,39.200001,3920.4998,53.0,599.99994,225.29999,272.10001,402.60001,0.30020356,,,
DEEPWATER-WHXTPD,2020-01-01 10:20:00,29.1,3762.0999,53.5,296.10001,192.0,221.39999,,0.10006786,,,
DEEPWATER-EKA0CA,2020-01-01 10:20:08,35.900002,7985.7778,158.0,1502.59094,453.51998,529.12,434.0,,,,
DEEPWATER-HOQZS1,2020-01-01 10:21:14,39.200001,4009.9998,59.0,354.39999,223.5,280.19998,460.10001,,,,
DEEPWATER-FS1PMT,2020-01-01 10:22:31,19.6,,62.799999,,,,,,,,
DEEPWATER-000XAR,2020-01-01 10:22:47,,3731.0999,54.900002,1075.1,225.0,318.60001,,0.30020356,,,
DEEPWATER-ROJ53V,2020-01-01 10:24:46,,3785.5,48.5,224.7,220.3,248.0,,0.10006786,,,
DEEPWATER-W22D0A,2020-01-01 10:25:03,,3756.9998,53.0,319.39999,243.5,304.89999,,0.30020356,,,
DEEPWATER-PIK04Q,2020-01-01 10:25:14,53.900002,3920.8999,53.0,502.5,235.0,273.89999,403.5,0.30020356,,,
DEEPWATER-1AD32W,2020-01-01 10:25:25,33.0,3677.2998,55.5,265.89999,233.60001,289.19998,,0.30020356,,,
DEEPWATER-L4I1KA,2020-01-01 10:25:38,43.700001,,65.5,0.0,32.0,32.0,476.39999000000006,0.0,,,
DEEPWATER-3J5ZXG,2020-01-01 10:28:45,,3678.2,59.5,368.5,233.8,255.60001,,0.20013572,,,
DEEPWATER-WHXTPD,2020-01-01 10:30:00,29.1,3773.5999,53.5,295.69998,192.0,221.5,,0.10006786,,,
DEEPWATER-DOA2ZP,2020-01-01 10:31:05,29.0,4207.0996,70.0,768.69995,249.8,286.29999,434.5,0.20013572,,,
DEEPWATER-EQEM2A,2020-01-01 10:35:57,59.0,3997.2,,424.29999,224.10001,282.20001,,0.20013572,,,
DEEPWATER-51ZYBC,2020-01-01 10:37:04,,3796.2,64.099998,1113.0,222.39999,331.20001,,0.40027145,,,
DEEPWATER-IXZFOT,2020-01-01 10:38:54,20.9,518.2999900000001,133.0,,244.0,318.10001,304.0,,,,
DEEPWATER-WHXTPD,2020-01-01 10:40:00,29.1,3786.8,53.5,296.19998,192.0,221.39999,,0.10006786,,,
DEEPWATER-GP0VTX,2020-01-01 10:40:00,39.900002,3919.8999,53.0,592.39996,224.8,270.0,402.60001,0.30020356,,,
DEEPWATER-GIF2OB,2020-01-01 10:40:00,16.6,3378.6001,49.0,224.99998,208.39999,230.39999,,,,,
DEEPWATER-LQB3RR,2020-01-01 10:40:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-RDAYRK,2020-01-01 10:40:00,46.900002,4011.7,56.5,478.49997,226.89999,253.0,451.89999000000006,0.30020356,,,
DEEPWATER-EKA0CA,2020-01-01 10:40:08,35.799999,,158.0,,,,434.0,,,,
DEEPWATER-HOQZS1,2020-01-01 10:41:14,39.299999,,59.0,,,,460.29999,,,,
DEEPWATER-IXZFOT,2020-01-01 10:41:54,20.9,3998.3999,133.0,518.2999900000001,244.10001,318.10001,304.0,,,,
DEEPWATER-FS1PMT,2020-01-01 10:42:31,19.6,3649.0999,62.799999,219.79999,245.09999,269.60001,,0.30020356,,,
DEEPWATER-000XAR,2020-01-01 10:42:47,,3724.1997,55.0,1074.7999,225.0,318.69998,,0.30020356,,,
DEEPWATER-ROJ53V,2020-01-01 10:44:46,,3783.4998,48.400002,222.2,220.3,254.8,,0.10006786,,,
DEEPWATER-W22D0A,2020-01-01 10:45:03,,3755.5999,53.0,319.39999,243.70001,304.89999,,0.30020356,,,
DEEPWATER-PIK04Q,2020-01-01 10:45:14,53.700001,3920.0999,53.0,502.69998,234.89999,274.10001,403.10001,0.20013572,,,
DEEPWATER-1AD32W,2020-01-01 10:45:25,33.0,3677.7,55.400002,265.89999,233.60001,289.19998,,0.30020356,,,
DEEPWATER-3J5ZXG,2020-01-01 10:48:45,,3693.8999,59.5,367.60001,233.60001,256.10001,,0.20013572,,,
DEEPWATER-WHXTPD,2020-01-01 10:50:00,30.200001,3786.1001,53.5,297.0,192.0,221.39999,,0.10006786,,,
DEEPWATER-DOA2ZP,2020-01-01 10:51:05,28.4,4217.3999,70.0,767.7000099999999,249.8,286.5,436.60001,0.20013572,,,
DEEPWATER-XASUQA,2020-01-01 10:55:52,54.599998,3812.5,53.0,460.60001,225.0,274.10001,400.0,0.20013572,,,
DEEPWATER-EQEM2A,2020-01-01 10:55:57,59.0,3997.7,,424.39996,224.10001,282.0,,0.20013572,,,
DEEPWATER-MECD2B,2020-01-01 10:56:53,,3955.0999,55.0,309.79999,247.79999,284.5,,0.10006786,,,
DEEPWATER-51ZYBC,2020-01-01 10:57:04,,3796.0999,64.099998,1113.0,222.39999,331.29999,,0.40027145,,,
DEEPWATER-BP2VWC,2020-01-01 10:57:15,20.0,3859.8999,57.900002,310.20001,235.2,266.0,,,,,
DEEPWATER-MH3PGB,2020-01-01 10:58:22,31.299999,356.79285,174.0,336.48755,230.54001,311.89999,401.0,,,,
DEEPWATER-RDAYRK,2020-01-01 11:00:00,46.5,3991.6997,56.5,478.39996,226.89999,252.89999,450.60001,0.30020356,,,
DEEPWATER-GIF2OB,2020-01-01 11:00:00,17.299999,3391.0999,49.0,223.99998,208.39999,230.5,,,,,
DEEPWATER-GP0VTX,2020-01-01 11:00:00,40.200001,3917.5999,53.0,585.0,224.60001,269.10001,403.60001,0.30020356,,,
DEEPWATER-WHXTPD,2020-01-01 11:00:00,30.200001,3776.2998,53.5,297.69998,192.0,221.39999,,0.10006786,,,
DEEPWATER-LQB3RR,2020-01-01 11:00:00,0.0,0.0,0.0,0.0,32.0,32.0,,,,,
DEEPWATER-EKA0CA,2020-01-01 11:00:08,36.299999,7982.8774,158.0,1499.69018,453.51998,528.76,433.0,,,,
DEEPWATER-HOQZS1,2020-01-01 11:01:14,39.299999,4011.8,59.0,354.30002,223.5,280.19998,459.29999,,,,
DEEPWATER-ROJ53V,2020-01-01 11:01:46,,3788.0999,48.5,240.09999,220.5,244.0,,0.10006786,,,
DEEPWATER-IXZFOT,2020-01-01 11:01:54,20.9,3997.5,133.0,518.39996,243.79999,318.69998,304.0,,,,
